model_type,under_ratio,.threshold,.metric,mean_performance,sd_performance,number_bags
random-forest,1,0.64,detection_prevalence,0.14468956264952487,0.033502773196555154,1
random-forest,1,0.64,modified_f1,5.603576517666608,3.5761879117874384,1
random-forest,1,0.64,recall,0.7722222222222223,0.43811464760316376,1
random-forest,2,0.81,detection_prevalence,0.04212128792751841,0.0140847939450871,1
random-forest,2,0.81,modified_f1,5.861807829235537,9.753587965705433,1
random-forest,2,0.81,recall,0.32222222222222224,0.3392188739507937,1
random-forest,3,0.6900000000000001,detection_prevalence,0.102868400421485,0.02257224132897943,1
random-forest,3,0.6900000000000001,modified_f1,6.179062915915469,4.233683913789981,1
random-forest,3,0.6900000000000001,recall,0.7,0.4069705149024927,1
random-forest,4,0.98,detection_prevalence,3.4685341012042936e-4,8.965676296968952e-4,1
random-forest,4,0.98,modified_f1,22.116666666666674,38.30719036073168,1
random-forest,4,0.98,recall,0.011111111111111112,0.03333333333333333,1
random-forest,5,0.61,detection_prevalence,0.126353964584204,0.01770077295796305,1
random-forest,5,0.61,modified_f1,5.071911832962176,3.3975426050851745,1
random-forest,5,0.61,recall,0.7,0.41608292442733097,1
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,1
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,1
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,1
svm,1,0.8300000000000001,detection_prevalence,0.10783034769200989,0.030625654518250302,1
svm,1,0.8300000000000001,modified_f1,6.384587527564734,5.3456489918395,1
svm,1,0.8300000000000001,recall,0.6611111111111111,0.4106228331584973,1
svm,2,0.8400000000000001,detection_prevalence,0.07968593706253592,0.02717258171607292,1
svm,2,0.8400000000000001,modified_f1,6.675406875844786,10.326866604644282,1
svm,2,0.8400000000000001,recall,0.5055555555555555,0.4065436972550156,1
svm,3,0.8,detection_prevalence,0.10257231969397441,0.030980586627821136,1
svm,3,0.8,modified_f1,5.896298782479486,5.619886189220842,1
svm,3,0.8,recall,0.6222222222222222,0.4031990134467648,1
svm,4,0.8,detection_prevalence,0.10781032129836998,0.029699935917141113,1
svm,4,0.8,modified_f1,5.151506969687784,4.196598150445617,1
svm,4,0.8,recall,0.6222222222222222,0.4243459018824671,1
svm,5,0.8200000000000001,detection_prevalence,0.07665433456916591,0.0240743822589067,1
svm,5,0.8200000000000001,modified_f1,5.18863971744873,4.959116460771049,1
svm,5,0.8200000000000001,recall,0.5388888888888889,0.3998263511965052,1
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,1
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,1
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,1
random-forest,1,0.7100000000000001,detection_prevalence,0.09463621525164284,0.01754753950454295,2
random-forest,1,0.7100000000000001,modified_f1,6.71117282315583,5.348166470431077,2
random-forest,1,0.7100000000000001,recall,0.6555555555555556,0.4156654637779975,2
random-forest,2,0.78,detection_prevalence,0.053262469077540495,0.016728950759896905,2
random-forest,2,0.78,modified_f1,7.349847223618894,11.494476085727756,2
random-forest,2,0.78,recall,0.42777777777777776,0.39299420408505314,2
random-forest,3,0.68,detection_prevalence,0.09914853401231297,0.017721160208405477,2
random-forest,3,0.68,modified_f1,6.661760503840127,4.260379271035874,2
random-forest,3,0.68,recall,0.7055555555555556,0.4126472801046649,2
random-forest,4,0.63,detection_prevalence,0.13309109553963908,0.015642692882032527,2
random-forest,4,0.63,modified_f1,5.39553894818851,3.2390792160351958,2
random-forest,4,0.63,recall,0.7555555555555555,0.4333333333333333,2
random-forest,5,0.62,detection_prevalence,0.12638303408027618,0.014043126172518811,2
random-forest,5,0.62,modified_f1,5.803273594337441,3.5415085979351484,2
random-forest,5,0.62,recall,0.7555555555555555,0.4333333333333333,2
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,2
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,2
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,2
svm,1,0.88,detection_prevalence,0.060831793559809125,0.029771869460374245,2
svm,1,0.88,modified_f1,7.070194124439385,10.418638086557825,2
svm,1,0.88,recall,0.4388888888888889,0.3407508050043479,2
svm,2,0.75,detection_prevalence,0.11252761462679513,0.02275048702153071,2
svm,2,0.75,modified_f1,5.022339082382361,4.121687352315005,2
svm,2,0.75,recall,0.6333333333333333,0.3960744879438715,2
svm,3,0.85,detection_prevalence,0.0568266054474427,0.021968278188803387,2
svm,3,0.85,modified_f1,6.970636054151468,7.900367444660069,2
svm,3,0.85,recall,0.4722222222222222,0.3881938232950706,2
svm,4,0.77,detection_prevalence,0.10574039924801987,0.02216957459776146,2
svm,4,0.77,modified_f1,5.582834795165303,4.732545624747587,2
svm,4,0.77,recall,0.65,0.44300112866673375,2
svm,5,0.78,detection_prevalence,0.09637811351364649,0.0232087765210296,2
svm,5,0.78,modified_f1,5.081311957886339,4.340732833555619,2
svm,5,0.78,recall,0.6111111111111112,0.4021642837337885,2
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,2
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,2
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,2
random-forest,1,0.74,detection_prevalence,0.07762937870184639,0.009973848377842633,3
random-forest,1,0.74,modified_f1,5.821294658186848,5.016415005003952,3
random-forest,1,0.74,recall,0.5555555555555556,0.3948452580160711,3
random-forest,2,0.81,detection_prevalence,0.037927768457001756,0.012723228070485013,3
random-forest,2,0.81,modified_f1,8.156692865915225,13.124323203596473,3
random-forest,2,0.81,recall,0.3611111111111111,0.40756730868791613,3
random-forest,3,0.74,detection_prevalence,0.06643916545422811,0.011403832120578218,3
random-forest,3,0.74,modified_f1,6.716362336873079,6.186008065620693,3
random-forest,3,0.74,recall,0.5444444444444444,0.3940530139178963,3
random-forest,4,0.65,detection_prevalence,0.12476566239402016,0.01298126311557922,3
random-forest,4,0.65,modified_f1,5.9753873814394085,3.4558611171600067,3
random-forest,4,0.65,recall,0.7722222222222223,0.43811464760316376,3
random-forest,5,0.61,detection_prevalence,0.13451007491159336,0.017907822802048837,3
random-forest,5,0.61,modified_f1,5.564697385993377,3.276083018893421,3
random-forest,5,0.61,recall,0.7722222222222223,0.43811464760316376,3
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,3
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,3
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,3
svm,1,0.81,detection_prevalence,0.09482496044177308,0.021244617289508598,3
svm,1,0.81,modified_f1,5.9727410410549044,4.579900577237117,3
svm,1,0.81,recall,0.6388888888888888,0.4196559437338057,3
svm,2,0.81,detection_prevalence,0.08600333522175237,0.024720668478011226,3
svm,2,0.81,modified_f1,5.031746152454371,4.669569612858998,3
svm,2,0.81,recall,0.5444444444444444,0.39721250959376614,3
svm,3,0.79,detection_prevalence,0.08357336552328229,0.017156730156671594,3
svm,3,0.79,modified_f1,6.323329209282558,5.434461399116081,3
svm,3,0.79,recall,0.5944444444444444,0.4019051850595831,3
svm,4,0.8400000000000001,detection_prevalence,0.07627241092511218,0.023022732003805425,3
svm,4,0.8400000000000001,modified_f1,5.761574353441418,6.63230845795013,3
svm,4,0.8400000000000001,recall,0.5222222222222223,0.43596954531761095,3
svm,5,0.8300000000000001,detection_prevalence,0.06801235339454759,0.01693362759559936,3
svm,5,0.8300000000000001,modified_f1,5.349830796972643,6.18663597489846,3
svm,5,0.8300000000000001,recall,0.48333333333333334,0.3872983346207417,3
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,3
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,3
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,3
random-forest,1,0.65,detection_prevalence,0.11841881296310407,0.014711686689931702,4
random-forest,1,0.65,modified_f1,6.3187747512177745,3.9678413241134405,4
random-forest,1,0.65,recall,0.7555555555555555,0.4333333333333333,4
random-forest,2,0.78,detection_prevalence,0.052404080308246184,0.011636265730745082,4
random-forest,2,0.78,modified_f1,6.092537863722755,7.1325053801099765,4
random-forest,2,0.78,recall,0.4388888888888889,0.377307714089059,4
random-forest,3,0.78,detection_prevalence,0.049281213125075704,0.007948228384570885,4
random-forest,3,0.78,modified_f1,6.593485698195838,8.407812449482385,4
