model_type,under_ratio,.threshold,.metric,mean_performance,sd_performance,number_bags
random-forest,3,0.78,recall,0.4,0.4387482193696061,4
random-forest,4,0.77,detection_prevalence,0.057289862433915754,0.010059302573233073,4
random-forest,4,0.77,modified_f1,6.425431262666693,7.203202043310865,4
random-forest,4,0.77,recall,0.4777777777777778,0.39537253880921525,4
random-forest,5,0.65,detection_prevalence,0.11418452441240258,0.01446146680195677,4
random-forest,5,0.65,modified_f1,5.832630004258472,3.6575183159519877,4
random-forest,5,0.65,recall,0.7222222222222222,0.4176654695380556,4
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,4
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,4
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,4
svm,1,0.79,detection_prevalence,0.09550400076888922,0.018438726392809544,4
svm,1,0.79,modified_f1,6.114524534287479,4.37333367842115,4
svm,1,0.79,recall,0.65,0.4138236339311712,4
svm,2,0.78,detection_prevalence,0.10132197282382437,0.019922086020949505,4
svm,2,0.78,modified_f1,4.8311838787069705,3.767284201807706,4
svm,2,0.78,recall,0.5944444444444444,0.39721250959376614,4
svm,3,0.8200000000000001,detection_prevalence,0.07520486419672211,0.015521077576653079,4
svm,3,0.8200000000000001,modified_f1,6.615149653793336,5.734058238605804,4
svm,3,0.8200000000000001,recall,0.5722222222222222,0.4039733214513608,4
svm,4,0.8300000000000001,detection_prevalence,0.07698644884490402,0.018405255162715732,4
svm,4,0.8300000000000001,modified_f1,5.060628543066956,5.7365585561233035,4
svm,4,0.8300000000000001,recall,0.48333333333333334,0.4636809247747852,4
svm,5,0.8,detection_prevalence,0.08290973351467222,0.014797146409964278,4
svm,5,0.8,modified_f1,5.232678173628602,4.857785927862354,4
svm,5,0.8,recall,0.5611111111111111,0.37730771408905905,4
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,4
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,4
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,4
random-forest,1,0.67,detection_prevalence,0.10975088811693857,0.01127722035990713,5
random-forest,1,0.67,modified_f1,6.12921553525497,3.9454896613097956,5
random-forest,1,0.67,recall,0.7166666666666667,0.41683330001332664,5
random-forest,2,0.79,detection_prevalence,0.048076737508317015,0.010025228731161644,5
random-forest,2,0.79,modified_f1,5.870567009095497,7.549240054594113,5
random-forest,2,0.79,recall,0.4111111111111111,0.37978429550352805,5
random-forest,3,0.65,detection_prevalence,0.11862882854126515,0.011107083848191474,5
random-forest,3,0.65,modified_f1,5.912924539874216,3.5780423581589837,5
random-forest,3,0.65,recall,0.7444444444444445,0.42752517794602196,5
random-forest,4,0.77,detection_prevalence,0.05625147081266103,0.011806556227777017,5
random-forest,4,0.77,modified_f1,6.049592435282189,7.183057569638563,5
random-forest,4,0.77,recall,0.43333333333333335,0.41608292442733097,5
random-forest,5,0.61,detection_prevalence,0.1394709850686726,0.012948902857850827,5
random-forest,5,0.61,modified_f1,5.4544115369234705,3.175473987267189,5
random-forest,5,0.61,recall,0.7722222222222223,0.43811464760316376,5
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,5
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,5
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,5
svm,1,0.81,detection_prevalence,0.08757444188926959,0.01853227108293652,5
svm,1,0.81,modified_f1,6.224663057938883,4.792068136701725,5
svm,1,0.81,recall,0.6277777777777778,0.4280122012798752,5
svm,2,0.79,detection_prevalence,0.09844207229264043,0.0185675260954942,5
svm,2,0.79,modified_f1,4.993669354300317,3.7893581647199728,5
svm,2,0.79,recall,0.6,0.3944933459514875,5
svm,3,0.79,detection_prevalence,0.0921226635357995,0.012700979436282815,5
svm,3,0.79,modified_f1,6.498644744957493,4.8331617700164475,5
svm,3,0.79,recall,0.65,0.4138236339311712,5
svm,4,0.79,detection_prevalence,0.09592989392674092,0.020925218184906547,5
svm,4,0.79,modified_f1,5.461459345900265,4.795381636375556,5
svm,4,0.79,recall,0.6055555555555555,0.44048584288008374,5
svm,5,0.8200000000000001,detection_prevalence,0.07422122091813749,0.008249128645106267,5
svm,5,0.8200000000000001,modified_f1,5.762510357702588,5.708150825880475,5
svm,5,0.8200000000000001,recall,0.5388888888888889,0.3806062415556412,5
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,5
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,5
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,5
random-forest,1,0.66,detection_prevalence,0.11585733163734929,0.01129198150658654,6
random-forest,1,0.66,modified_f1,6.372511756042015,3.82214033177232,6
random-forest,1,0.66,recall,0.7611111111111111,0.43429380735984613,6
random-forest,2,0.65,detection_prevalence,0.12186275850346825,0.010633308411292498,6
random-forest,2,0.65,modified_f1,5.513716113976084,3.3889008772188283,6
random-forest,2,0.65,recall,0.7222222222222222,0.42360883423796114,6
random-forest,3,0.67,detection_prevalence,0.10635551656837411,0.009166909397286354,6
random-forest,3,0.67,modified_f1,6.091913416581744,4.04026069148152,6
random-forest,3,0.67,recall,0.7055555555555556,0.41264728010466495,6
random-forest,4,0.79,detection_prevalence,0.04537916692827018,0.010677659424490168,6
random-forest,4,0.79,modified_f1,6.093314043277694,7.665981802057431,6
random-forest,4,0.79,recall,0.3888888888888889,0.3863108995499754,6
random-forest,5,0.62,detection_prevalence,0.1344041684857326,0.011516598531477408,6
random-forest,5,0.62,modified_f1,5.4456100007675525,3.20458731188469,6
random-forest,5,0.62,recall,0.7555555555555555,0.43043905233816526,6
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,6
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,6
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,6
svm,1,0.8200000000000001,detection_prevalence,0.0822955002917483,0.01737779118187256,6
svm,1,0.8200000000000001,modified_f1,6.188702052250477,4.99211109962314,6
svm,1,0.8200000000000001,recall,0.6111111111111112,0.43068098531408505,6
svm,2,0.81,detection_prevalence,0.08603277141919896,0.014195958532799072,6
svm,2,0.81,modified_f1,5.378506222731557,4.449610449812041,6
svm,2,0.81,recall,0.5777777777777777,0.401645919242863,6
svm,3,0.8,detection_prevalence,0.0829426660315925,0.010872354960858217,6
svm,3,0.8,modified_f1,6.675868970296728,5.1701253506316025,6
svm,3,0.8,recall,0.6277777777777778,0.4221308380637979,6
svm,4,0.8,detection_prevalence,0.09054596618260469,0.018021517711017683,6
svm,4,0.8,modified_f1,5.764801087014201,5.0850997537559834,6
svm,4,0.8,recall,0.6,0.4465142774872938,6
svm,5,0.81,detection_prevalence,0.07847500808635922,0.00840737382079022,6
svm,5,0.81,modified_f1,5.688423061909133,5.055335591826512,6
svm,5,0.81,recall,0.5611111111111111,0.37730771408905905,6
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,6
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,6
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,6
random-forest,1,0.66,detection_prevalence,0.11471267955322194,0.009997061036602863,7
random-forest,1,0.66,modified_f1,6.140387882287032,3.661989193174146,7
random-forest,1,0.66,recall,0.7444444444444445,0.42752517794602196,7
random-forest,2,0.8300000000000001,detection_prevalence,0.028488554346355825,0.0068168008782219765,7
random-forest,2,0.8300000000000001,modified_f1,5.674484367484368,10.623068373268882,7
random-forest,2,0.8300000000000001,recall,0.23333333333333334,0.35355339059327373,7
random-forest,3,0.67,detection_prevalence,0.10178678429061422,0.008178205916294286,7
random-forest,3,0.67,modified_f1,6.3380552732894,4.180522620071199,7
random-forest,3,0.67,recall,0.7055555555555556,0.41264728010466495,7
random-forest,4,0.68,detection_prevalence,0.10120536824396201,0.010028594082967258,7
random-forest,4,0.68,modified_f1,5.757200920735303,4.061650168379551,7
random-forest,4,0.68,recall,0.6611111111111111,0.41365578819969523,7
random-forest,5,0.65,detection_prevalence,0.11857145339674958,0.011085660903793699,7
random-forest,5,0.65,modified_f1,5.572486245407518,3.463443850525755,7
random-forest,5,0.65,recall,0.7166666666666667,0.4153311931459038,7
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,7
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,7
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,7
svm,1,0.81,detection_prevalence,0.0847251972567731,0.0166499375459333,7
svm,1,0.81,modified_f1,5.87863334143202,4.878319479766413,7
svm,1,0.81,recall,0.6,0.4394598957811736,7
svm,2,0.77,detection_prevalence,0.10584713565934041,0.014000118220788319,7
svm,2,0.77,modified_f1,4.992869866544515,3.440581485616464,7
svm,2,0.77,recall,0.6333333333333333,0.3960744879438715,7
svm,3,0.81,detection_prevalence,0.07409047451495672,0.010589773360384646,7
svm,3,0.81,modified_f1,7.107683324534011,5.6626746504592065,7
svm,3,0.81,recall,0.6166666666666667,0.4272001872658766,7
svm,4,0.79,detection_prevalence,0.09321743349873081,0.01960069768868097,7
svm,4,0.79,modified_f1,5.581710656044477,4.889574489316325,7
svm,4,0.79,recall,0.5944444444444444,0.4530759073022729,7
svm,5,0.81,detection_prevalence,0.07903321082159799,0.009494275613961897,7
svm,5,0.81,modified_f1,5.59044195127491,4.880299762597351,7
svm,5,0.81,recall,0.5611111111111111,0.37730771408905905,7
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,7
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,7
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,7
random-forest,1,0.66,detection_prevalence,0.11495271080459718,0.009720367422787058,8
random-forest,1,0.66,modified_f1,6.091391040473845,3.6652273298788285,8
random-forest,1,0.66,recall,0.7444444444444445,0.42752517794602196,8
random-forest,2,0.8400000000000001,detection_prevalence,0.024175622911403984,0.007232729898735119,8
random-forest,2,0.8400000000000001,modified_f1,6.3162757252326225,13.347134864500024,8
random-forest,2,0.8400000000000001,recall,0.20555555555555555,0.35746017649212025,8
random-forest,3,0.68,detection_prevalence,0.09798739690026803,0.007524562914308999,8
random-forest,3,0.68,modified_f1,6.488262053059686,4.219385479695998,8
random-forest,3,0.68,recall,0.7055555555555556,0.41264728010466495,8
random-forest,4,0.66,detection_prevalence,0.11364606008749331,0.00886960567617245,8
random-forest,4,0.66,modified_f1,5.77504281915899,3.84095217477465,8
random-forest,4,0.66,recall,0.7055555555555556,0.427525177946022,8
random-forest,5,0.63,detection_prevalence,0.12826878629138452,0.011629013261440292,8
random-forest,5,0.63,modified_f1,5.614046769296191,3.335686386812639,8
random-forest,5,0.63,recall,0.75,0.42866070498705616,8
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,8
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,8
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,8
svm,1,0.8,detection_prevalence,0.09052926614324926,0.016595862863616827,8
svm,1,0.8,modified_f1,5.9519561509750405,4.247853646853325,8
svm,1,0.8,recall,0.6444444444444445,0.4164165916216329,8
svm,2,0.79,detection_prevalence,0.09744853939277034,0.015735756260745404,8
svm,2,0.79,modified_f1,5.1355906589548,3.8239745686352635,8
svm,2,0.79,recall,0.6111111111111112,0.4021642837337885,8
svm,3,0.8,detection_prevalence,0.07989596815842707,0.009735167681233753,8
svm,3,0.8,modified_f1,6.6072228682022525,4.962022127807825,8
svm,3,0.8,recall,0.6333333333333333,0.41907636535600523,8
svm,4,0.78,detection_prevalence,0.0971985193902309,0.019222062905579665,8
svm,4,0.78,modified_f1,5.298222954619247,4.6012761674043015,8
svm,4,0.78,recall,0.5944444444444444,0.4530759073022729,8
svm,5,0.8300000000000001,detection_prevalence,0.06665508866878292,0.010183238005203966,8
svm,5,0.8300000000000001,modified_f1,5.519180879769303,5.77533572336591,8
svm,5,0.8300000000000001,recall,0.5,0.39921798556678284,8
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,8
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,8
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,8
random-forest,1,0.67,detection_prevalence,0.11003661995624495,0.009483984672731023,9
random-forest,1,0.67,modified_f1,6.119123876370866,3.8586689602781505,9
random-forest,1,0.67,recall,0.7277777777777777,0.4236088342379611,9
random-forest,2,0.8200000000000001,detection_prevalence,0.030614885786819573,0.0073263159153541466,9
random-forest,2,0.8200000000000001,modified_f1,5.7443076924041865,10.891445915868447,9
random-forest,2,0.8200000000000001,recall,0.2611111111111111,0.34258007985157446,9
random-forest,3,0.68,detection_prevalence,0.09914729519192818,0.0077813117550817705,9
random-forest,3,0.68,modified_f1,6.423806223461541,4.146446388360299,9
random-forest,3,0.68,recall,0.7055555555555556,0.41264728010466495,9
random-forest,4,0.63,detection_prevalence,0.12994480552013898,0.008437223434427796,9
random-forest,4,0.63,modified_f1,5.5789926507518794,3.3466225104828378,9
random-forest,4,0.63,recall,0.75,0.4330127018922193,9
random-forest,5,0.65,detection_prevalence,0.11934134091680948,0.011712789597279078,9
random-forest,5,0.65,modified_f1,5.597251888642309,3.4613234847250096,9
random-forest,5,0.65,recall,0.7222222222222222,0.4176654695380556,9
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,9
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,9
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,9
svm,1,0.79,detection_prevalence,0.0946450137111148,0.015318057445967058,9
svm,1,0.79,modified_f1,5.7203771442243925,4.11108138883949,9
svm,1,0.79,recall,0.6444444444444445,0.4164165916216329,9
svm,2,0.76,detection_prevalence,0.10883378252399974,0.012298678922591118,9
svm,2,0.76,modified_f1,5.228342417427149,3.6961111580474872,9
svm,2,0.76,recall,0.6555555555555556,0.4118892785419132,9
svm,3,0.81,detection_prevalence,0.07598969490623345,0.007895204451626546,9
svm,3,0.81,modified_f1,6.957509300230427,5.411939164903056,9
svm,3,0.81,recall,0.6277777777777778,0.4221308380637979,9
svm,4,0.77,detection_prevalence,0.10156996216872341,0.016655054603390774,9
svm,4,0.77,modified_f1,5.20236998425815,4.320157381065042,9
svm,4,0.77,recall,0.6166666666666667,0.4301162633521313,9
svm,5,0.8400000000000001,detection_prevalence,0.061677108844635675,0.006237213155539001,9
svm,5,0.8400000000000001,modified_f1,6.326963558511645,6.383256292588171,9
svm,5,0.8400000000000001,recall,0.5166666666666667,0.38890872965260115,9
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,9
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,9
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,9
random-forest,1,0.7100000000000001,detection_prevalence,0.08746345973974624,0.009503214425712978,10
random-forest,1,0.7100000000000001,modified_f1,5.9517971592776515,4.8241432648999,10
random-forest,1,0.7100000000000001,recall,0.6166666666666667,0.40155946010522525,10
random-forest,2,0.67,detection_prevalence,0.10957258603613262,0.008095093184636136,10
random-forest,2,0.67,modified_f1,5.556078339710608,3.8423162533302784,10
random-forest,2,0.67,recall,0.6833333333333333,0.4153311931459037,10
random-forest,3,0.68,detection_prevalence,0.0988921634443585,0.006791571907537212,10
random-forest,3,0.68,modified_f1,6.460203520080214,4.135348165741571,10
random-forest,3,0.68,recall,0.7055555555555556,0.41264728010466495,10
random-forest,4,0.63,detection_prevalence,0.12861694934486612,0.0076366529851901324,10
random-forest,4,0.63,modified_f1,5.7127752168024815,3.3857799307510876,10
random-forest,4,0.63,recall,0.7555555555555555,0.4333333333333333,10
random-forest,5,0.64,detection_prevalence,0.12309700034769201,0.012476738109317936,10
random-forest,5,0.64,modified_f1,5.753126819515536,3.4514454627552356,10
random-forest,5,0.64,recall,0.7444444444444445,0.42752517794602196,10
random-forest,NA,0.05,detection_prevalence,7.691604707195714e-4,4.6879994318406324e-4,10
random-forest,NA,0.05,modified_f1,15.78428571428572,43.9104296220367,10
random-forest,NA,0.05,recall,0.03333333333333333,0.07071067811865477,10
svm,1,0.79,detection_prevalence,0.09337831323775163,0.01468300547015231,10
svm,1,0.79,modified_f1,5.832301526343247,4.275575783371191,10
svm,1,0.79,recall,0.6444444444444445,0.4164165916216329,10
svm,2,0.77,detection_prevalence,0.1053646152128686,0.013118472305166258,10
svm,2,0.77,modified_f1,5.4385321858149025,3.884184242827463,10
svm,2,0.77,recall,0.6555555555555556,0.4118892785419132,10
svm,3,0.8,detection_prevalence,0.08019725479733925,0.007821122934110603,10
svm,3,0.8,modified_f1,6.79037522592372,5.245757067033835,10
svm,3,0.8,recall,0.6333333333333333,0.41907636535600523,10
svm,4,0.78,detection_prevalence,0.09430028770375201,0.014120830677386472,10
svm,4,0.78,modified_f1,5.743570787315227,4.7126902378744076,10
svm,4,0.78,recall,0.6222222222222222,0.4258162097013739,10
svm,5,0.8200000000000001,detection_prevalence,0.0718724560679638,0.008189255312586028,10
svm,5,0.8200000000000001,modified_f1,5.706711709742028,5.214530209961244,10
svm,5,0.8200000000000001,recall,0.5444444444444444,0.38360497621613016,10
svm,NA,0.01,detection_prevalence,9.804264747804777e-4,7.04994296272016e-4,10
svm,NA,0.01,modified_f1,6.5773809523809526,19.732142857142854,10
svm,NA,0.01,recall,0.027777777777777776,0.08333333333333334,10
