port_iso3,year,gear,total_visits,high_risk_visits,known_offender_visits,fraction_high_risk_visits,psma_year,psma_country
LBY,2017,drifting_longlines,2,0,0,0,NA,FALSE
LBY,2013,drifting_longlines,58,0,0,0,NA,FALSE
LBY,2015,drifting_longlines,7,0,0,0,NA,FALSE
LBY,2014,drifting_longlines,19,0,0,0,NA,FALSE
LBY,2012,drifting_longlines,23,0,0,0,NA,FALSE
LKA,2013,drifting_longlines,13,5,0,0.38461538461538464,2011,TRUE
LKA,2016,drifting_longlines,123,12,0,0.0975609756097561,2011,TRUE
LKA,2012,drifting_longlines,2,2,0,1,2011,TRUE
LKA,2014,drifting_longlines,24,23,0,0.9583333333333334,2011,TRUE
LKA,2018,drifting_longlines,780,257,0,0.3294871794871795,2011,TRUE
LKA,2017,drifting_longlines,496,84,0,0.1693548387096774,2011,TRUE
LKA,2015,drifting_longlines,20,15,0,0.75,2011,TRUE
MAF,2018,drifting_longlines,2,0,0,0,NA,FALSE
MAR,2015,drifting_longlines,2,0,0,0,2017,FALSE
MAR,2016,drifting_longlines,2,2,0,1,2017,FALSE
MAR,2014,drifting_longlines,1,0,0,0,2017,FALSE
MDG,2017,drifting_longlines,4,0,0,0,2017,TRUE
MDG,2014,drifting_longlines,5,5,0,1,2017,FALSE
MDG,2018,drifting_longlines,341,0,0,0,2017,TRUE
MDG,2015,drifting_longlines,2,0,0,0,2017,FALSE
MDG,2012,drifting_longlines,94,13,0,0.13829787234042554,2017,FALSE
MDG,2013,drifting_longlines,21,0,0,0,2017,FALSE
MDV,2017,drifting_longlines,43,1,0,0.023255813953488372,2017,TRUE
MDV,2016,drifting_longlines,41,9,0,0.21951219512195122,2017,FALSE
MDV,2014,drifting_longlines,23,8,0,0.34782608695652173,2017,FALSE
MDV,2015,drifting_longlines,15,5,0,0.3333333333333333,2017,FALSE
MDV,2018,drifting_longlines,1,0,0,0,2017,TRUE
MDV,2013,drifting_longlines,4,0,0,0,2017,FALSE
MEX,2016,drifting_longlines,4,2,0,0.5,NA,FALSE
MEX,2018,drifting_longlines,20,13,0,0.65,NA,FALSE
MEX,2017,drifting_longlines,18,0,0,0,NA,FALSE
MHL,2014,drifting_longlines,26,26,0,1,NA,FALSE
MHL,2013,drifting_longlines,22,18,0,0.8181818181818182,NA,FALSE
MHL,2012,drifting_longlines,12,12,0,1,NA,FALSE
MHL,2015,drifting_longlines,319,128,0,0.4012539184952978,NA,FALSE
MHL,2017,drifting_longlines,1184,97,0,0.08192567567567567,NA,FALSE
MHL,2018,drifting_longlines,1046,48,0,0.045889101338432124,NA,FALSE
MHL,2016,drifting_longlines,873,72,0,0.08247422680412371,NA,FALSE
MLT,2014,drifting_longlines,828,0,0,0,NA,FALSE
MLT,2017,drifting_longlines,775,0,0,0,NA,FALSE
MLT,2012,drifting_longlines,179,2,0,0.0111731843575419,NA,FALSE
MLT,2015,drifting_longlines,1181,2,0,0.001693480101608806,NA,FALSE
MLT,2013,drifting_longlines,946,0,0,0,NA,FALSE
MLT,2018,drifting_longlines,733,0,0,0,NA,FALSE
MLT,2016,drifting_longlines,924,2,0,0.0021645021645021645,NA,FALSE
MMR,2017,drifting_longlines,1,1,0,1,2014,TRUE
MMR,2016,drifting_longlines,1,0,0,0,2014,TRUE
MNP,2012,drifting_longlines,2,2,0,1,NA,FALSE
MOZ,2017,drifting_longlines,302,77,0,0.25496688741721857,NA,FALSE
MOZ,2018,drifting_longlines,353,30,0,0.08498583569405099,NA,FALSE
MOZ,2016,drifting_longlines,267,64,0,0.2397003745318352,NA,FALSE
MOZ,2014,drifting_longlines,68,36,0,0.5294117647058824,NA,FALSE
MOZ,2013,drifting_longlines,56,26,0,0.4642857142857143,NA,FALSE
MOZ,2015,drifting_longlines,279,45,0,0.16129032258064516,NA,FALSE
MOZ,2012,drifting_longlines,39,39,0,1,NA,FALSE
MRT,2015,drifting_longlines,72,0,0,0,2017,FALSE
MRT,2016,drifting_longlines,289,6,0,0.020761245674740483,2017,FALSE
MRT,2013,drifting_longlines,11,6,0,0.5454545454545454,2017,FALSE
MRT,2014,drifting_longlines,72,0,0,0,2017,FALSE
MRT,2017,drifting_longlines,337,6,0,0.017804154302670624,2017,TRUE
MRT,2018,drifting_longlines,250,13,0,0.052,2017,TRUE
MTQ,2018,drifting_longlines,31,0,0,0,NA,FALSE
MUS,2014,drifting_longlines,632,574,5,0.9082278481012658,2015,FALSE
MUS,2012,drifting_longlines,66,53,0,0.803030303030303,2015,FALSE
MUS,2017,drifting_longlines,1264,1093,7,0.8647151898734177,2015,TRUE
MUS,2018,drifting_longlines,1215,1034,0,0.8510288065843621,2015,TRUE
MUS,2015,drifting_longlines,1108,1006,9,0.907942238267148,2015,TRUE
MUS,2013,drifting_longlines,286,281,0,0.9825174825174825,2015,FALSE
MUS,2016,drifting_longlines,1022,846,0,0.8277886497064579,2015,TRUE
MYS,2015,drifting_longlines,15,14,0,0.9333333333333333,NA,FALSE
MYS,2018,drifting_longlines,517,85,0,0.1644100580270793,NA,FALSE
MYS,2016,drifting_longlines,262,5,0,0.019083969465648856,NA,FALSE
MYS,2017,drifting_longlines,281,58,0,0.20640569395017794,NA,FALSE
MYT,2018,drifting_longlines,1,1,0,1,NA,FALSE
MYT,2017,drifting_longlines,1,1,0,1,NA,FALSE
NAM,2013,drifting_longlines,122,118,0,0.9672131147540983,2010,TRUE
NAM,2014,drifting_longlines,156,156,0,1,2010,TRUE
NAM,2015,drifting_longlines,175,159,0,0.9085714285714286,2010,TRUE
NAM,2017,drifting_longlines,218,86,0,0.3944954128440367,2010,TRUE
NAM,2012,drifting_longlines,79,78,0,0.9873417721518988,2010,TRUE
NAM,2016,drifting_longlines,162,60,0,0.37037037037037035,2010,TRUE
NAM,2018,drifting_longlines,205,29,0,0.14146341463414633,2010,TRUE
NCL,2017,drifting_longlines,694,51,0,0.07348703170028818,NA,FALSE
NCL,2015,drifting_longlines,732,23,0,0.031420765027322405,NA,FALSE
NCL,2016,drifting_longlines,703,51,0,0.07254623044096728,NA,FALSE
NCL,2013,drifting_longlines,599,16,0,0.02671118530884808,NA,FALSE
NCL,2012,drifting_longlines,163,30,0,0.18404907975460122,NA,FALSE
NCL,2014,drifting_longlines,686,12,0,0.01749271137026239,NA,FALSE
NCL,2018,drifting_longlines,761,36,0,0.04730617608409987,NA,FALSE
NGA,2016,drifting_longlines,89,0,0,0,NA,FALSE
NGA,2013,drifting_longlines,28,0,0,0,NA,FALSE
NGA,2018,drifting_longlines,39,0,0,0,NA,FALSE
NGA,2014,drifting_longlines,12,0,0,0,NA,FALSE
NGA,2012,drifting_longlines,5,0,0,0,NA,FALSE
NGA,2017,drifting_longlines,556,377,0,0.6780575539568345,NA,FALSE
NLD,2013,drifting_longlines,4,0,0,0,2011,TRUE
NLD,2017,drifting_longlines,1,1,0,1,2011,TRUE
NLD,2016,drifting_longlines,2,0,0,0,2011,TRUE
NLD,2018,drifting_longlines,4,0,0,0,2011,TRUE
NOR,2012,drifting_longlines,42,0,0,0,2011,TRUE
NOR,2016,drifting_longlines,81,7,0,0.08641975308641975,2011,TRUE
NOR,2013,drifting_longlines,113,1,0,0.008849557522123894,2011,TRUE
NOR,2014,drifting_longlines,104,0,0,0,2011,TRUE
NOR,2015,drifting_longlines,109,5,0,0.045871559633027525,2011,TRUE
NOR,2017,drifting_longlines,120,0,0,0,2011,TRUE
NOR,2018,drifting_longlines,114,0,0,0,2011,TRUE
NZL,2015,drifting_longlines,123,54,0,0.43902439024390244,2014,TRUE
NZL,2018,drifting_longlines,224,35,0,0.15625,2014,TRUE
NZL,2017,drifting_longlines,279,59,0,0.2114695340501792,2014,TRUE
NZL,2016,drifting_longlines,264,50,0,0.1893939393939394,2014,TRUE
NZL,2012,drifting_longlines,22,15,0,0.6818181818181818,2014,FALSE
NZL,2013,drifting_longlines,33,33,0,1,2014,FALSE
NZL,2014,drifting_longlines,51,39,0,0.7647058823529411,2014,TRUE
OMN,2018,drifting_longlines,33,0,0,0,2013,TRUE
PAN,2017,drifting_longlines,154,129,0,0.8376623376623377,2016,TRUE
PAN,2016,drifting_longlines,153,117,1,0.7647058823529411,2016,TRUE
PAN,2015,drifting_longlines,160,160,0,1,2016,FALSE
PAN,2014,drifting_longlines,102,94,0,0.9215686274509803,2016,FALSE
PAN,2012,drifting_longlines,34,31,0,0.9117647058823529,2016,FALSE
PAN,2018,drifting_longlines,204,134,0,0.6568627450980392,2016,TRUE
PAN,2013,drifting_longlines,95,89,0,0.9368421052631579,2016,FALSE
PER,2016,drifting_longlines,478,158,0,0.3305439330543933,2017,FALSE
PER,2014,drifting_longlines,243,145,0,0.5967078189300411,2017,FALSE
PER,2012,drifting_longlines,97,97,0,1,2017,FALSE
PER,2013,drifting_longlines,158,155,0,0.9810126582278481,2017,FALSE
PER,2015,drifting_longlines,368,189,0,0.5135869565217391,2017,FALSE
PER,2017,drifting_longlines,708,188,0,0.2655367231638418,2017,TRUE
PER,2018,drifting_longlines,825,147,0,0.1781818181818182,2017,TRUE
PHL,2018,drifting_longlines,215,146,0,0.6790697674418604,2018,TRUE
PHL,2013,drifting_longlines,7,2,0,0.2857142857142857,2018,FALSE
PHL,2014,drifting_longlines,2,0,0,0,2018,FALSE
PHL,2015,drifting_longlines,11,2,0,0.18181818181818182,2018,FALSE
PHL,2017,drifting_longlines,97,69,0,0.711340206185567,2018,FALSE
PHL,2016,drifting_longlines,15,5,0,0.3333333333333333,2018,FALSE
PLW,2014,drifting_longlines,11,9,0,0.8181818181818182,2015,FALSE
PLW,2018,drifting_longlines,666,142,0,0.2132132132132132,2015,TRUE
PLW,2013,drifting_longlines,15,6,0,0.4,2015,FALSE
PLW,2017,drifting_longlines,410,54,0,0.13170731707317074,2015,TRUE
PLW,2016,drifting_longlines,124,21,0,0.1693548387096774,2015,TRUE
PLW,2015,drifting_longlines,13,8,0,0.6153846153846154,2015,TRUE
PLW,2012,drifting_longlines,3,0,0,0,2015,FALSE
PNG,2018,drifting_longlines,146,97,0,0.6643835616438356,NA,FALSE
PNG,2017,drifting_longlines,103,93,0,0.9029126213592233,NA,FALSE
PNG,2015,drifting_longlines,37,29,0,0.7837837837837838,NA,FALSE
PNG,2013,drifting_longlines,1,0,0,0,NA,FALSE
PNG,2016,drifting_longlines,90,81,0,0.9,NA,FALSE
PRI,2013,drifting_longlines,5,0,0,0,NA,FALSE
PRI,2016,drifting_longlines,49,0,0,0,NA,FALSE
PRI,2014,drifting_longlines,3,0,0,0,NA,FALSE
PRI,2012,drifting_longlines,1,0,0,0,NA,FALSE
PRI,2017,drifting_longlines,72,0,0,0,NA,FALSE
PRT,2016,drifting_longlines,591,130,0,0.21996615905245348,2011,TRUE
PRT,2012,drifting_longlines,216,124,0,0.5740740740740741,2011,TRUE
PRT,2014,drifting_longlines,617,219,0,0.3549432739059968,2011,TRUE
PRT,2013,drifting_longlines,642,242,0,0.37694704049844235,2011,TRUE
PRT,2017,drifting_longlines,542,81,0,0.14944649446494465,2011,TRUE
PRT,2015,drifting_longlines,704,312,0,0.4431818181818182,2011,TRUE
PRT,2018,drifting_longlines,647,12,0,0.01854714064914992,2011,TRUE
PYF,2017,drifting_longlines,269,211,0,0.7843866171003717,NA,FALSE
PYF,2015,drifting_longlines,223,187,2,0.8385650224215246,NA,FALSE
PYF,2016,drifting_longlines,270,226,0,0.837037037037037,NA,FALSE
PYF,2012,drifting_longlines,70,61,0,0.8714285714285714,NA,FALSE
PYF,2013,drifting_longlines,188,127,0,0.675531914893617,NA,FALSE
PYF,2018,drifting_longlines,268,147,0,0.5485074626865671,NA,FALSE
PYF,2014,drifting_longlines,193,159,0,0.8238341968911918,NA,FALSE
QAT,2016,drifting_longlines,534,0,0,0,NA,FALSE
QAT,2017,drifting_longlines,400,0,0,0,NA,FALSE
QAT,2018,drifting_longlines,296,0,0,0,NA,FALSE
QAT,2015,drifting_longlines,279,0,0,0,NA,FALSE
REU,2014,drifting_longlines,290,0,0,0,NA,FALSE
REU,2017,drifting_longlines,572,0,0,0,NA,FALSE
REU,2015,drifting_longlines,365,0,0,0,NA,FALSE
REU,2012,drifting_longlines,264,9,0,0.03409090909090909,NA,FALSE
REU,2016,drifting_longlines,493,0,0,0,NA,FALSE
REU,2013,drifting_longlines,314,18,0,0.05732484076433121,NA,FALSE
REU,2018,drifting_longlines,656,0,0,0,NA,FALSE
RUS,2018,drifting_longlines,25,0,0,0,NA,FALSE
RUS,2013,drifting_longlines,1,1,0,1,NA,FALSE
RUS,2016,drifting_longlines,15,14,0,0.9333333333333333,NA,FALSE
RUS,2017,drifting_longlines,15,0,0,0,NA,FALSE
RUS,2014,drifting_longlines,3,3,0,1,NA,FALSE
RUS,2015,drifting_longlines,2,0,0,0,NA,FALSE
SEN,2016,drifting_longlines,63,50,0,0.7936507936507936,2017,FALSE
SEN,2018,drifting_longlines,116,75,0,0.646551724137931,2017,TRUE
SEN,2013,drifting_longlines,13,1,0,0.07692307692307693,2017,FALSE
SEN,2014,drifting_longlines,17,5,0,0.29411764705882354,2017,FALSE
SEN,2015,drifting_longlines,37,19,0,0.5135135135135135,2017,FALSE
SEN,2012,drifting_longlines,3,1,0,0.3333333333333333,2017,FALSE
SEN,2017,drifting_longlines,88,82,0,0.9318181818181818,2017,TRUE
SGP,2016,drifting_longlines,205,180,0,0.8780487804878049,2018,FALSE
SGP,2012,drifting_longlines,20,16,0,0.8,2018,FALSE
SGP,2017,drifting_longlines,368,230,1,0.625,2018,FALSE
SGP,2015,drifting_longlines,227,196,4,0.8634361233480177,2018,FALSE
SGP,2013,drifting_longlines,36,29,0,0.8055555555555556,2018,FALSE
SGP,2014,drifting_longlines,71,60,0,0.8450704225352113,2018,FALSE
SGP,2018,drifting_longlines,236,214,0,0.9067796610169492,2018,TRUE
SGS,2012,drifting_longlines,4,4,0,1,NA,FALSE
SHN,2014,drifting_longlines,2,2,0,1,NA,FALSE
SHN,2016,drifting_longlines,30,0,0,0,NA,FALSE
SHN,2017,drifting_longlines,24,0,0,0,NA,FALSE
SHN,2018,drifting_longlines,30,0,0,0,NA,FALSE
SLB,2012,drifting_longlines,18,17,0,0.9444444444444444,NA,FALSE
SLB,2014,drifting_longlines,90,90,0,1,NA,FALSE
SLB,2015,drifting_longlines,188,160,0,0.851063829787234,NA,FALSE
SLB,2018,drifting_longlines,626,428,0,0.6837060702875399,NA,FALSE
SLB,2017,drifting_longlines,349,291,0,0.833810888252149,NA,FALSE
SLB,2016,drifting_longlines,406,304,0,0.7487684729064039,NA,FALSE
SLB,2013,drifting_longlines,116,102,0,0.8793103448275862,NA,FALSE
SLE,2017,drifting_longlines,57,0,0,0,2013,TRUE
SLE,2016,drifting_longlines,18,0,0,0,2013,TRUE
SLE,2018,drifting_longlines,80,0,0,0,2013,TRUE
SLE,2014,drifting_longlines,47,6,0,0.1276595744680851,2013,TRUE
SLV,2017,drifting_longlines,6,6,0,1,NA,FALSE
SLV,2018,drifting_longlines,21,3,0,0.14285714285714285,NA,FALSE
SOM,2018,drifting_longlines,2,0,0,0,NA,FALSE
SPM,2018,drifting_longlines,22,0,0,0,NA,FALSE
SPM,2017,drifting_longlines,1,0,0,0,NA,FALSE
STP,2017,drifting_longlines,2,2,0,1,2016,TRUE
STP,2018,drifting_longlines,10,2,0,0.2,2016,TRUE
STP,2015,drifting_longlines,4,4,0,1,2016,FALSE
SUR,2018,drifting_longlines,1,1,0,1,NA,FALSE
SUR,2017,drifting_longlines,1,1,0,1,NA,FALSE
SWE,2013,drifting_longlines,1,0,0,0,2011,TRUE
SXM,2018,drifting_longlines,3,0,0,0,NA,FALSE
SYC,2013,drifting_longlines,4,2,0,0.5,NA,FALSE
SYC,2014,drifting_longlines,50,30,0,0.6,NA,FALSE
SYC,2012,drifting_longlines,3,3,0,1,NA,FALSE
SYC,2017,drifting_longlines,124,92,0,0.7419354838709677,NA,FALSE
SYC,2015,drifting_longlines,100,70,0,0.7,NA,FALSE
SYC,2018,drifting_longlines,130,88,0,0.676923076923077,NA,FALSE
SYC,2016,drifting_longlines,87,71,0,0.8160919540229885,NA,FALSE
TGO,2018,drifting_longlines,1,0,0,0,2016,TRUE
THA,2018,drifting_longlines,86,29,0,0.3372093023255814,2016,TRUE
THA,2013,drifting_longlines,3,2,0,0.6666666666666666,2016,FALSE
THA,2015,drifting_longlines,13,12,4,0.9230769230769231,2016,FALSE
THA,2016,drifting_longlines,91,42,0,0.46153846153846156,2016,TRUE
THA,2014,drifting_longlines,7,7,0,1,2016,FALSE
THA,2017,drifting_longlines,155,30,0,0.1935483870967742,2016,TRUE
TLS,2017,drifting_longlines,1,0,0,0,NA,FALSE
TON,2018,drifting_longlines,60,11,0,0.18333333333333332,2016,TRUE
TON,2016,drifting_longlines,58,26,0,0.4482758620689655,2016,TRUE
TON,2012,drifting_longlines,50,2,0,0.04,2016,FALSE
TON,2017,drifting_longlines,91,50,0,0.5494505494505495,2016,TRUE
TON,2013,drifting_longlines,14,0,0,0,2016,FALSE
TON,2015,drifting_longlines,22,22,0,1,2016,FALSE
TTO,2013,drifting_longlines,10,10,0,1,NA,FALSE
TTO,2017,drifting_longlines,41,41,0,1,NA,FALSE
TTO,2016,drifting_longlines,32,32,0,1,NA,FALSE
TTO,2018,drifting_longlines,36,36,0,1,NA,FALSE
TTO,2015,drifting_longlines,86,86,0,1,NA,FALSE
TTO,2014,drifting_longlines,7,7,0,1,NA,FALSE
TTO,2012,drifting_longlines,42,42,0,1,NA,FALSE
TUN,2016,drifting_longlines,4,0,0,0,NA,FALSE
TUN,2018,drifting_longlines,10,0,0,0,NA,FALSE
TUR,2013,drifting_longlines,118,0,0,0,2018,FALSE
TUR,2015,drifting_longlines,56,0,0,0,2018,FALSE
TUR,2016,drifting_longlines,12,0,0,0,2018,FALSE
TUR,2017,drifting_longlines,26,0,0,0,2018,FALSE
TUR,2014,drifting_longlines,228,0,0,0,2018,FALSE
TUR,2018,drifting_longlines,149,0,0,0,2018,TRUE
TUV,2016,drifting_longlines,2,2,0,1,NA,FALSE
TUV,2018,drifting_longlines,5,5,0,1,NA,FALSE
TUV,2017,drifting_longlines,7,7,0,1,NA,FALSE
TUV,2014,drifting_longlines,1,1,0,1,NA,FALSE
TUV,2012,drifting_longlines,9,9,0,1,NA,FALSE
TWN,2016,drifting_longlines,1485,923,0,0.6215488215488215,NA,FALSE
TWN,2017,drifting_longlines,2073,974,0,0.46985045827303423,NA,FALSE
TWN,2014,drifting_longlines,535,337,1,0.6299065420560748,NA,FALSE
TWN,2015,drifting_longlines,937,512,3,0.5464247598719317,NA,FALSE
TWN,2018,drifting_longlines,3311,1857,0,0.5608577469042585,NA,FALSE
TWN,2013,drifting_longlines,297,134,0,0.4511784511784512,NA,FALSE
TWN,2012,drifting_longlines,17,12,0,0.7058823529411765,NA,FALSE
TZA,2017,drifting_longlines,32,32,2,1,NA,FALSE
TZA,2015,drifting_longlines,2,2,0,1,NA,FALSE
TZA,2018,drifting_longlines,4,4,0,1,NA,FALSE
TZA,2016,drifting_longlines,1,1,0,1,NA,FALSE
TZA,2014,drifting_longlines,9,9,0,1,NA,FALSE
UKR,2018,drifting_longlines,3,0,0,0,NA,FALSE
URY,2015,drifting_longlines,105,91,0,0.8666666666666667,2013,TRUE
URY,2016,drifting_longlines,99,79,0,0.797979797979798,2013,TRUE
URY,2017,drifting_longlines,194,127,4,0.654639175257732,2013,TRUE
URY,2018,drifting_longlines,228,90,0,0.39473684210526316,2013,TRUE
URY,2012,drifting_longlines,66,63,0,0.9545454545454546,2013,FALSE
URY,2014,drifting_longlines,106,100,0,0.9433962264150944,2013,TRUE
URY,2013,drifting_longlines,132,108,0,0.8181818181818182,2013,TRUE
USA,2014,drifting_longlines,7235,24,0,0.00331720801658604,2016,FALSE
USA,2013,drifting_longlines,6635,39,0,0.00587792012057272,2016,FALSE
USA,2018,drifting_longlines,16619,740,0,0.04452734821589747,2016,TRUE
USA,2015,drifting_longlines,7772,36,0,0.004632012352032939,2016,FALSE
USA,2016,drifting_longlines,11821,681,0,0.057609339311394975,2016,TRUE
USA,2012,drifting_longlines,3856,38,0,0.009854771784232365,2016,FALSE
USA,2017,drifting_longlines,15498,1001,0,0.06458897922312556,2016,TRUE
VEN,2018,drifting_longlines,16,0,0,0,NA,FALSE
VIR,2013,drifting_longlines,4,0,0,0,NA,FALSE
VNM,2012,drifting_longlines,1,0,0,0,NA,FALSE
VNM,2014,drifting_longlines,2,0,0,0,NA,FALSE
VNM,2017,drifting_longlines,32,0,0,0,NA,FALSE
VNM,2018,drifting_longlines,49,0,0,0,NA,FALSE
VUT,2018,drifting_longlines,6,2,0,0.3333333333333333,2016,TRUE
VUT,2014,drifting_longlines,1,0,0,0,2016,FALSE
VUT,2015,drifting_longlines,4,2,0,0.5,2016,FALSE
VUT,2016,drifting_longlines,6,4,0,0.6666666666666666,2016,TRUE
VUT,2017,drifting_longlines,4,0,0,0,2016,TRUE
WSM,2015,drifting_longlines,141,141,0,1,NA,FALSE
WSM,2014,drifting_longlines,10,3,0,0.3,NA,FALSE
WSM,2013,drifting_longlines,5,5,0,1,NA,FALSE
WSM,2012,drifting_longlines,24,24,0,1,NA,FALSE
WSM,2017,drifting_longlines,248,184,0,0.7419354838709677,NA,FALSE
WSM,2018,drifting_longlines,230,99,0,0.43043478260869567,NA,FALSE
WSM,2016,drifting_longlines,391,265,0,0.6777493606138107,NA,FALSE
ZAF,2017,drifting_longlines,1670,356,0,0.21317365269461078,2016,TRUE
ZAF,2014,drifting_longlines,1035,335,0,0.32367149758454106,2016,FALSE
ZAF,2018,drifting_longlines,1765,319,0,0.18073654390934843,2016,TRUE
ZAF,2015,drifting_longlines,1208,431,0,0.3567880794701987,2016,FALSE
ZAF,2013,drifting_longlines,620,270,0,0.43548387096774194,2016,FALSE
ZAF,2012,drifting_longlines,235,227,0,0.9659574468085106,2016,FALSE
ZAF,2016,drifting_longlines,1541,317,0,0.20571057754704739,2016,TRUE
